Name,Prefecture,Registered Date,Rating,Review Count,Weighted Score
サイゴン Sai-Gon,福岡県,2024-06-19,4.3,125,3.7892606549877326
ミスサイゴン,福岡県,2024-06-19,4.2,177,3.9298846556506746
ベトナムビストロ asiatico（アジアティコ）,福岡県,2024-06-19,4.4,334,4.8059878667059035
愛達霖 AIDALIN,福岡県,2024-06-19,4.6,57,3.7660687379479714
ベトナム料理 チェーサイン レストラン,福岡県,2024-06-19,3.8,69,3.659296360791469
Kao Bakery,福岡県,2024-06-19,4.0,81,3.6736745947662617
Vietnamese restaurant,福岡県,2024-06-19,0.0,0,0.0
DIG INN,福岡県,2024-06-19,4.3,153,3.876277021781366
Sixpines Sandwiches,福岡県,2024-06-19,4.6,61,3.7621256377453607
HUONG VIET - QUÁN ĂN- TẠP HOÁ(ベトナム料理店),福岡県,2024-06-19,4.5,29,3.8490452275256914
ベトナム料理 サイゴンカフェ,佐賀県,2024-06-19,4.5,45,3.782084547571549
KIKI−MAIMAI,長崎県,2024-06-19,4.4,144,3.875787305619405
サンドイッチ MAYUMI,長崎県,2024-06-19,4.0,30,3.822995511876138
Bread&Bagel SHIMA SHIMA,長崎県,2024-06-19,3.6,22,3.869527393778076
文明堂総本店 江戸町本店,長崎県,2024-06-19,4.3,472,5.469818987639469
シンチャオフード,長崎県,2024-06-19,4.2,19,3.909543419047603
ワンハンドサンドイッチ,長崎県,2024-06-19,4.5,61,3.7514704351842005
ブルズキッチン アミュプラザ長崎店,長崎県,2024-06-19,3.7,323,4.265693773226179
ジュマカフェ juma cafe,長崎県,2024-06-19,4.8,144,3.9962802347897504
アミュプラザ長崎,長崎県,2024-06-19,3.8,5202,17.3885819607201
長崎出島ワーフ,長崎県,2024-06-19,4.0,1004,7.528767707414807
長崎鮮魚 すし活 長崎アミュプラザ店,長崎県,2024-06-19,3.5,239,3.8363157914131234
メコンフード Tạp Hóa Miền Tây,熊本県,2024-06-19,3.9,36,3.7827767645331045
コニーズバインミー Conny’s Banhmi,熊本県,2024-06-19,4.5,33,3.828183342701885
Sài Gòn Phố ( サイゴン フォ ),熊本県,2024-06-19,4.4,16,3.9392725705299965
PHO LY QUOC SU KUMAMOTO(フォーリーコックス熊本),熊本県,2024-06-19,4.0,108,3.6855419498363045
TATOMIYA EZUKO,熊本県,2024-06-19,4.1,192,3.9482731940430105
POMBO,熊本県,2024-06-19,4.5,35,3.8188609240698437
上乃裏 Asian bistro 333 (バーバーバー),熊本県,2024-06-19,4.0,108,3.6855419498363045
パンとアジア マハリク,熊本県,2024-06-19,4.3,44,3.7712228451643544
ASIPA,熊本県,2024-06-19,5.0,9,4.013678788484822
阿蘇庭 山見茶屋,熊本県,2024-06-19,4.2,256,4.276576802897799
COMMUNE6,熊本県,2024-06-19,4.3,65,3.7251606974719897
石窯パン工房 モワソン,熊本県,2024-06-19,4.1,438,5.110040074994372
路家 JiccA,熊本県,2024-06-19,4.4,133,3.839066017783674
岡田珈琲 サテライト店,熊本県,2024-06-19,4.1,410,4.970655733812906
タイ料理ＰｉｎＴｏｎｇ,熊本県,2024-06-19,4.2,158,3.8608353215040383
肥後よかモン市場,熊本県,2024-06-19,4.0,572,5.656545204559175
くまモンビレッジ,熊本県,2024-06-19,4.2,66,3.7123626699895844
もなりお,熊本県,2024-06-19,4.0,26,3.8499451078202505
飲食店,熊本県,2024-06-19,0.0,0,0.0
いきなりやわたなべ 熊本城 桜の小路店,熊本県,2024-06-19,3.5,41,3.7319298966179373
ベトナムキッチン COMDIA,大分県,2024-06-19,4.5,80,3.7492767603766044
サンドウィッチとおそうざい しほじ1111,大分県,2024-06-19,4.3,29,3.8412044457087884
豊後牛ステーキの店 そむり 別府本店,大分県,2024-06-19,4.2,546,5.7496951307029835
natural bakery cram,大分県,2024-06-19,4.0,309,4.406106105444769
ベトナムカフェ&食材店 Ong dia (オンディア),宮崎県,2024-06-19,4.5,13,3.968542801279501
ベトナム料理店 CAM ON[カム オン],宮崎県,2024-06-19,4.6,60,3.7629505164558252
SUMOMO BUNS,宮崎県,2024-06-19,3.6,7,4.028489308405386
マイ・サンドイッチ,宮崎県,2024-06-19,4.6,37,3.815714903264543
micoベーグル,宮崎県,2024-06-19,4.3,24,3.8736554654427833
Bon Delice,宮崎県,2024-06-19,4.0,584,5.712506373768701
INOHOI MEAT STUDIO（イノホイミートスタジオ）,宮崎県,2024-06-19,5.0,3,4.085616638478605
Food Truck B,宮崎県,2024-06-19,4.8,36,3.830304716906552
Patisserie Sin（パティスリーシン）,宮崎県,2024-06-19,4.4,17,3.9305274427455132
ベトナム食品,鹿児島県,2024-06-19,4.5,2,4.0993409838623025
ベトナム料理 香香 （しゃんしゃん）,鹿児島県,2024-06-19,4.5,35,3.8188609240698437
にくと、パン。騎射場本店 Niku to Pan【Meat&hamburger shop】,鹿児島県,2024-06-19,4.2,166,3.8889448155650967
Kagonamufood Thực phẩm Việt Kagoshima,鹿児島県,2024-06-19,5.0,2,4.099736903327718
カゴナムフード,鹿児島県,2024-06-19,4.5,2,4.0993409838623025
麺歩 バガボンド,鹿児島県,2024-06-19,4.2,671,6.364265014957153
レストランーフォーベトナム,鹿児島県,2024-06-19,4.1,161,3.837127571666306
ハンズ鹿児島店,鹿児島県,2024-06-19,3.9,662,5.94609372779289
ミス·サイゴン,鹿児島県,2024-06-19,4.1,120,3.7276196455179034
Tạp Hoá Việt - Naha (ベトー那覇ショップ) Vietnamese Cuisine Pho,沖縄県,2024-06-19,4.5,75,3.7468525558269095
ZakimiTuanMart-Okinawa ベトナム食材専門店,沖縄県,2024-06-19,4.6,22,3.8961443029177483
Vietnam Marley (ベトナムマーリー),沖縄県,2024-06-19,4.6,181,4.099966349117413
ベトナムバイク屋台コムゴン,沖縄県,2024-06-19,4.4,87,3.7391155171968453
コンズバーガーベトナムサンドイッチ西崎店,沖縄県,2024-06-19,4.7,49,3.787469328223693
ベトナムちゃん北谷,沖縄県,2024-06-19,4.6,258,4.507943337152511
モクアソ,沖縄県,2024-06-19,4.5,75,3.7468525558269095
ノイカフェ,沖縄県,2024-06-19,4.2,139,3.800717433293314
